arm,agent_model,user_model,task_id,trial,tau2_seed,arrival_index,pair_index,position_in_pair,orientation,pass,block,success,reward,agent_tokens_completion,agent_tokens_prompt,n_agent_llm_calls,n_assistant_tool_calls,n_assistant_messages,n_user_messages,n_tool_messages,n_messages,duration,agent_generation_seconds,termination_reason,max_steps_hit,error,tokens_source,tokens_estimated_calls,served_models,simulation_id,start_time,end_time,source_file,config_hash
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,6,1,373753,76,38,2,0,1,2,False,0.0,743,44376,8,4,9,8,4,21,134.90405511929208,33.92633689552419,user_stop,False,,usage,0,qwen2.5-7b-instruct,cc94e81bb7b7452dbb1c501050f76623,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,7,1,373753,61,31,1,1,1,2,False,0.0,352,24775,4,1,5,4,1,10,55.524350229754134,20.644188691681816,user_stop,False,,usage,0,qwen2.5-7b-instruct,a439f526bb3f48eda7799cbb70e1f582,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,8,1,373753,92,46,2,0,1,2,False,0.0,989,61171,11,6,12,11,6,29,213.47506180926317,47.645833533863645,user_stop,False,,usage,0,qwen2.5-7b-instruct,f099371462224ad18ab1d880d667b63c,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,9,1,373753,88,44,2,1,2,2,False,0.0,792,47746,9,4,10,9,4,23,130.73811262291326,30.785770787818137,user_stop,False,,usage,0,qwen2.5-7b-instruct,ed368a2027d246479723c826051b561a,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,10,1,373753,81,41,1,0,2,2,False,0.0,782,62231,10,5,11,10,5,26,261.25171708819096,47.000542338347884,user_stop,False,,usage,0,qwen2.5-7b-instruct,eafab6b965244848a400da34cde15018,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,11,1,373753,64,32,2,1,2,2,False,0.0,632,52786,9,5,10,9,5,24,42.72323447225033,51.6892268063778,max_steps,True,,usage,0,qwen2.5-7b-instruct,b14ef1056c0c4ba383dcbcdcdc996bfa,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,12,1,373753,98,49,2,0,1,2,False,0.0,627,46492,8,4,9,8,4,21,60.22747148206934,33.787382168682555,user_stop,False,,usage,0,qwen2.5-7b-instruct,8e7025bdf34a42a59ec9cbedcfa174a2,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,13,1,373753,59,30,1,0,2,2,True,1.0,736,57449,10,5,11,10,5,26,119.00397638137342,33.770920720328405,user_stop,False,,usage,0,qwen2.5-7b-instruct,19392350cebf4a7dac62709c66b3b3aa,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,14,1,373753,79,40,1,0,2,2,False,0.0,510,40178,7,5,8,7,5,20,147.36016471296594,37.79063484954218,user_stop,False,,usage,0,qwen2.5-7b-instruct,801853c658264fb5aed12eeca8fee4e1,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,15,1,373753,56,28,2,1,2,2,False,0.0,888,64812,11,6,12,11,6,29,219.41800776669825,38.83962600515116,user_stop,False,,usage,0,qwen2.5-7b-instruct,632eeb48aa4b4e5caa84fe5f19dd8a3c,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,16,1,373753,54,27,2,1,2,2,False,0.0,720,51057,10,5,11,10,5,26,271.45140872928874,45.88811144506604,user_stop,False,,usage,0,qwen2.5-7b-instruct,0b3d80a3329648a9a97eb98b4d9b863a,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,17,1,373753,68,34,2,0,1,2,False,0.0,805,55641,10,6,11,10,6,27,187.3105394799487,50.26136678729675,max_steps,True,,usage,0,qwen2.5-7b-instruct,fb01b704c57543b9b75c1e4fb40da6d6,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,18,1,373753,84,42,2,0,1,2,False,0.0,685,52780,9,3,10,9,3,22,148.17973877299355,34.76592625368749,user_stop,False,,usage,0,qwen2.5-7b-instruct,6bffd2d7aabf42078a3be85a8a86d619,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,19,1,373753,57,29,1,0,2,2,False,0.0,585,43676,8,2,9,8,2,19,279.8559450474888,36.397233858601936,user_stop,False,,usage,0,qwen2.5-7b-instruct,212df0df62854ddaaa6437d5edc14762,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,20,1,373753,75,38,1,0,2,2,False,0.0,282,25928,4,2,5,4,2,11,95.63697710151132,15.049355091934856,user_stop,False,,usage,0,qwen2.5-7b-instruct,9470b36fe097407ea0f017d8406e3ae7,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,21,1,373753,65,33,1,0,2,2,True,1.0,503,33358,6,3,7,6,3,16,53.31089386906378,24.000176731690495,user_stop,False,,usage,0,qwen2.5-7b-instruct,d220df36389c42e9a236be1450f05ef5,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,22,1,373753,96,48,2,0,1,2,False,0.0,827,63214,11,8,12,11,8,31,53.258026882170824,46.663631906581706,user_stop,False,,usage,0,qwen2.5-7b-instruct,bbe105be64a34170b2cc4575b040c874,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,23,1,373753,73,37,1,1,1,2,False,0.0,424,22787,4,3,5,4,3,12,142.8919059936492,18.502222279009626,user_stop,False,,usage,0,qwen2.5-7b-instruct,f981a440096749e5b7aa9f710684b1ba,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,24,1,373753,85,43,1,1,1,2,True,1.0,760,55240,10,8,11,10,8,29,131.22180774384566,38.03914956140494,user_stop,False,,usage,0,qwen2.5-7b-instruct,254c5c014ab94d868e51c10999939bd4,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,25,1,373753,86,43,2,1,2,2,True,1.0,598,41189,7,3,8,7,3,18,127.62167206626889,25.72474623286423,user_stop,False,,usage,0,qwen2.5-7b-instruct,5ea3433df7e54e3387d4e0c25d6efbad,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,26,1,373753,77,39,1,0,2,2,False,0.0,623,43636,7,2,8,7,2,17,48.08873258605804,27.44224074841755,user_stop,False,,usage,0,qwen2.5-7b-instruct,c20755048c2f453b892ae063a1796047,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,27,1,373753,66,33,2,0,1,2,True,1.0,765,50124,9,3,10,9,3,22,103.83993624065697,38.69525765754855,max_steps,True,,usage,0,qwen2.5-7b-instruct,6ffa2e01a63f47f9a6124a7de624f6fa,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,28,1,373753,58,29,2,0,1,2,True,1.0,725,48326,9,4,10,9,4,23,180.48711749294392,44.32930261368742,max_steps,True,,usage,0,qwen2.5-7b-instruct,bd09540416fd4131b717c86bf47b3727,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,29,1,373753,51,26,1,1,1,2,False,0.0,288,25203,4,2,5,4,2,11,298.70024156306175,14.546628659526208,user_stop,False,,usage,0,qwen2.5-7b-instruct,85331f159fce4007a18e4255a66f85bc,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,30,1,373753,67,34,1,0,2,2,True,1.0,456,29317,5,2,6,5,2,13,165.4829076138173,19.95305307590547,user_stop,False,,usage,0,qwen2.5-7b-instruct,45a37e1aa3c649a1ae29c9c891224c81,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,31,1,373753,53,27,1,1,1,2,False,0.0,729,59788,10,5,11,10,5,26,90.3486696023793,48.035816078649724,user_stop,False,,usage,0,qwen2.5-7b-instruct,9dd9602224bd416099559c1ac42085c3,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,32,1,373753,97,49,1,0,2,2,False,0.0,885,72628,13,6,14,13,6,33,143.4193069778444,52.503885869537356,user_stop,False,,usage,0,qwen2.5-7b-instruct,b93b263a70ad4de18aafa5c584ac578a,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,33,1,373753,78,39,2,0,1,2,False,0.0,525,47610,8,6,9,8,6,23,63.28730178905525,43.985786927259504,user_stop,False,,usage,0,qwen2.5-7b-instruct,4dc8d91409d24036a332c07dfad35771,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,34,1,373753,52,26,2,1,2,2,True,1.0,661,54361,9,6,10,9,6,25,143.07067229575188,36.18762424493284,max_steps,True,,usage,0,qwen2.5-7b-instruct,6544410fbbdf484fac0af56119ca27eb,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,35,1,373753,55,28,1,1,1,2,True,1.0,308,20340,4,1,5,4,1,10,142.41946439401937,19.81128302669454,user_stop,False,,usage,0,qwen2.5-7b-instruct,5d3e8d0e522f44ba8e912d149e605a50,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,36,1,373753,87,44,1,1,1,2,False,0.0,880,60652,11,5,12,11,5,28,72.94922297859101,47.090646994009354,user_stop,False,,usage,0,qwen2.5-7b-instruct,ae356f3b31ed4963a33cb224b2243197,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,37,1,373753,89,45,1,1,1,2,False,0.0,794,61586,11,2,12,11,2,25,217.47156566504623,47.59346070469021,user_stop,False,,usage,0,qwen2.5-7b-instruct,4be98975d7a04da98d394014c0212f6f,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,38,1,373753,90,45,2,1,2,2,True,1.0,177,20628,4,2,5,4,2,11,257.20663319648753,13.78679950363298,max_steps,True,,usage,0,qwen2.5-7b-instruct,543e34d7d7e4455196e8b2e93c2311bf,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,39,1,373753,93,47,1,0,2,2,False,0.0,701,45763,8,3,9,8,3,20,168.29533549791716,38.16070736731091,user_stop,False,,usage,0,qwen2.5-7b-instruct,40a498eb93484305bc478834c491d595,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,40,1,373753,50,25,2,1,2,2,False,0.0,924,66391,11,5,12,11,5,28,186.0650441762485,54.03229024598039,user_stop,False,,usage,0,qwen2.5-7b-instruct,8563951b28a240669505202d67a3824d,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,41,1,373753,72,36,2,0,1,2,True,1.0,922,71491,12,6,13,12,6,31,157.2973127586017,43.56917543716827,max_steps,True,,usage,0,qwen2.5-7b-instruct,982aaecac8f54a549366478954ff4b3f,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,42,1,373753,70,35,2,1,2,2,False,0.0,785,58116,10,4,11,10,4,25,196.53834366281768,49.22726761405688,user_stop,False,,usage,0,qwen2.5-7b-instruct,a1dc6b69e88548419d83a71c7df89b82,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,43,1,373753,82,41,2,0,1,2,False,0.0,642,46667,8,3,9,8,3,20,185.21421743026139,44.703577636589664,user_stop,False,,usage,0,qwen2.5-7b-instruct,b0b1a006e5fa44e1b08d5c61fe908db4,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,44,1,373753,69,35,1,1,1,2,False,0.0,504,35219,6,3,7,6,3,16,171.48609494384397,21.579914765541854,user_stop,False,,usage,0,qwen2.5-7b-instruct,a0bc6c4e6437400a8e59ab7be11e848d,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,45,1,373753,74,37,2,1,2,2,False,0.0,434,33537,6,2,7,6,2,15,275.15947414868623,27.666484756609847,user_stop,False,,usage,0,qwen2.5-7b-instruct,7d87dafc19554310bba46322016a485c,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,46,1,373753,62,31,2,1,2,2,False,0.0,414,28954,5,2,6,5,2,13,254.96861492405182,24.880148632356697,user_stop,False,,usage,0,qwen2.5-7b-instruct,0719bc80b1aa4f43b7b7cb498be3fcf4,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,47,1,373753,60,30,2,0,1,2,True,1.0,648,51186,9,4,10,9,4,23,252.38260551726248,36.81503588995358,user_stop,False,,usage,0,qwen2.5-7b-instruct,5df0a3a72cd64798a5d0cc0bfcbbca8a,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,48,1,373753,71,36,1,0,2,2,False,0.0,554,40291,7,5,8,7,5,20,79.16907725207022,28.284864252283356,user_stop,False,,usage,0,qwen2.5-7b-instruct,72ba7575fd144a6a9971ae933f9a34b7,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,49,1,373753,83,42,1,0,2,2,False,0.0,734,55523,10,3,11,10,3,24,264.1974697384983,47.260698297401326,user_stop,False,,usage,0,qwen2.5-7b-instruct,79186cf0458e4c89982b74dbe8aa0827,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,1,0,626729,48,24,2,1,1,1,False,0.0,264,28897,5,1,6,5,1,12,153.43806905459945,24.81031656309871,user_stop,False,,usage,0,qwen3-4b-instruct-2507,f1cbf3a3171d437c9d8a5e9cca9d1acf,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,2,0,626729,40,20,2,1,1,1,True,1.0,502,67368,12,1,13,12,1,26,187.4620641226181,61.11511052714478,user_stop,False,,usage,0,qwen3-4b-instruct-2507,08b41b3d896a4e2fac2c245c7862d503,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,3,0,626729,24,12,2,1,1,1,True,1.0,457,45918,8,2,9,8,2,19,234.30448210134867,43.87539783254029,user_stop,False,,usage,0,qwen3-4b-instruct-2507,4939f26b3ec74082970da827251c49cf,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,4,0,626729,47,24,1,1,2,1,True,1.0,413,61165,10,3,11,10,3,24,67.73514074434648,52.4160323373798,user_stop,False,,usage,0,qwen3-4b-instruct-2507,95d86d4c67a0408f9bbb9c85780a8b94,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,5,0,626729,19,10,1,1,2,1,False,0.0,450,38588,7,1,8,7,1,16,166.52423830339592,27.97384011804671,user_stop,False,,usage,0,qwen3-4b-instruct-2507,ee844421fbf0447498f7cd8e9a50d3a1,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,6,0,626729,21,11,1,0,1,1,True,1.0,588,67433,12,3,13,12,3,28,150.25786104875536,57.32840848048054,user_stop,False,,usage,0,qwen3-4b-instruct-2507,e4b5843dd5da46fda31f1253a78efe31,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,7,0,626729,44,22,2,0,2,1,True,1.0,208,31295,5,2,6,5,2,13,62.32219434398983,20.093690106776425,user_stop,False,,usage,0,qwen3-4b-instruct-2507,935bd478920144f5a6387537191d193f,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,8,0,626729,20,10,2,1,1,1,False,0.0,596,61587,11,4,12,11,4,27,48.74500049005756,65.84581106901247,user_stop,False,,usage,0,qwen3-4b-instruct-2507,098131c6700c4e2588895c1ccce1996e,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,9,0,626729,2,1,2,0,2,1,True,1.0,535,61672,11,4,12,11,4,27,208.5678186975479,46.259810126163224,user_stop,False,,usage,0,qwen3-4b-instruct-2507,a57895d3e861449fb71875d45c188f5e,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,10,0,626729,5,3,1,0,1,1,False,0.0,306,28180,5,2,6,5,2,13,145.63526636337153,23.25167326360672,user_stop,False,,usage,0,qwen3-4b-instruct-2507,197c3a75118b4974922559ded5bbc6ea,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,11,0,626729,27,14,1,0,1,1,False,0.0,735,71571,12,2,13,12,2,27,96.84099621541763,55.30413938596813,user_stop,False,,usage,0,qwen3-4b-instruct-2507,b3d021ba2d6d477fa2ef1f89e6eba9c7,2026-09-18T16:56:39Z,2026-09-18T16:56:39Z,results/tau2_open/dryrun/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
