family,domain,model,task_id,trial,seed,success,cost,steps,duration,assistant_messages,termination,repository
tau2,telecom,Claude-3.7,[mms_issue]break_app_sms_permission|data_mode_off[PERSONA:None],0,626729,1.0,0.46255199999999996,5,110.58706645799975,16,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_off[PERSONA:None],0,626729,0.0,0.5998380000000001,9,124.86011391699867,19,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],0,626729,0.0,0.446673,6,101.59819124999922,15,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|break_app_both_permissions[PERSONA:Easy],0,626729,1.0,0.466479,6,101.97104679199947,16,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],0,626729,1.0,0.46561499999999995,6,97.70048887499979,16,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|break_app_both_permissions[PERSONA:Hard],0,626729,0.0,0.48576,7,99.28206562499872,16,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],0,626729,0.0,0.6410579999999999,7,138.80628383300245,20,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],0,626729,0.0,0.49563599999999997,4,108.0550677079973,17,user_stop,
tau2,telecom,Claude-3.7,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],0,626729,0.0,6.446604,97,420.10072599999876,101,max_steps,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded[PERSONA:None],0,626729,0.0,0.6145320000000001,9,116.36131608300093,20,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],0,626729,0.0,0.435204,5,103.80552262499987,15,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0,626729,0.0,0.5167619999999999,6,135.3213697079991,17,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_wifi_calling|user_abroad_roaming_enabled_off[PERSONA:Easy],0,626729,0.0,0.5356229999999998,2,108.51753620799718,19,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_wifi_calling|data_mode_off|data_usage_exceeded[PERSONA:Easy],0,626729,0.0,0.408111,2,109.48204591600006,15,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],0,626729,0.0,0.519915,6,123.83903416700196,17,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],0,626729,0.0,0.7009139999999999,8,149.25799187499797,22,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0,626729,1.0,0.669261,6,157.113094291999,22,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],0,626729,0.0,0.5492549999999999,6,123.62394487500205,17,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_wifi_calling|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],0,626729,0.0,0.6335909999999999,6,123.9521959579979,20,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:Hard],0,626729,0.0,0.751197,8,150.861055166999,23,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded[PERSONA:Hard],0,626729,0.0,0.632427,4,126.19629933399847,21,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],0,626729,0.0,0.5259720000000001,8,95.08950249999907,18,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],0,626729,0.0,0.845712,6,176.773569459001,25,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission[PERSONA:None],0,626729,1.0,0.3490890000000001,1,78.62394025000322,13,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],0,626729,0.0,0.286872,6,38.83859895800197,11,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],0,626729,0.0,0.538734,2,118.09788766700149,19,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],0,626729,0.0,0.5028720000000001,5,109.83761037500153,17,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],0,626729,0.0,0.5181990000000001,5,121.57003795799756,17,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],0,626729,1.0,0.6473369999999999,7,162.6789447910014,20,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0,626729,0.0,0.5414910000000001,2,126.77359724999769,19,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],0,626729,0.0,0.6822810000000001,7,147.89675841699864,21,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],0,626729,0.0,0.534465,8,103.6973843329979,17,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],0,626729,0.0,1.2401009999999997,5,253.4410477499987,32,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0,626729,0.0,0.912525,6,177.88200116699954,29,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],0,626729,0.0,0.606897,2,119.56103024999902,21,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0,626729,0.0,0.717918,4,146.64811749999717,23,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],0,626729,0.0,0.803577,6,157.881099541999,25,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],0,626729,0.0,0.384489,7,53.85340591699787,14,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],0,626729,0.0,0.715299,11,122.51003108299847,23,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0,626729,0.0,1.029657,6,228.28545929100073,28,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],0,626729,0.0,0.603666,6,114.19528741700196,20,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0,626729,0.0,0.319485,7,41.43439550000039,12,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0,626729,0.0,0.7992900000000001,7,172.64754829199956,25,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],0,626729,1.0,0.813894,5,149.05106449999948,26,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],0,626729,0.0,0.37928400000000007,8,51.498106374998315,14,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],0,626729,0.0,0.6672480000000001,6,136.02809941599844,21,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0,626729,0.0,0.6981480000000001,2,130.56679070800237,24,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],0,626729,0.0,0.4662420000000001,6,93.2147662919997,16,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],0,626729,0.0,0.636387,6,139.94032395899922,20,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0,626729,0.0,1.1937450000000003,6,190.5487682919993,38,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]data_mode_off|data_usage_exceeded[PERSONA:None],1,373753,1.0,0.4180110000000001,6,67.707341041998,15,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None],1,373753,1.0,0.39664800000000006,6,73.34350837500097,14,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]data_saver_mode_on|data_usage_exceeded[PERSONA:Easy],1,373753,1.0,0.396093,5,77.10469441600071,14,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1,373753,1.0,0.395082,6,70.7844603750018,14,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|user_abroad_roaming_enabled_off[PERSONA:None],1,373753,0.0,0.7528590000000002,10,128.16951187500308,24,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_enabled_off[PERSONA:Easy],1,373753,1.0,0.29779200000000006,4,63.1468522920004,11,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],1,373753,1.0,0.482541,6,128.23626700000023,16,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference[PERSONA:Hard],1,373753,1.0,0.5461140000000001,6,142.54770991700207,18,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],1,373753,0.0,0.7217220000000001,9,160.03039041699958,22,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_off[PERSONA:Hard],1,373753,1.0,0.6469110000000001,11,157.42200462500114,20,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|data_saver_mode_on|data_usage_exceeded[PERSONA:Hard],1,373753,0.0,0.537192,7,90.31983558299908,18,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],1,373753,1.0,0.4890210000000001,5,89.60940041600043,17,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],1,373753,1.0,0.39417900000000006,8,70.17289674999847,14,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],1,373753,1.0,0.48289800000000005,7,94.87820312499753,16,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_enabled_off[PERSONA:Easy],1,373753,1.0,0.49202099999999993,4,108.97739095799989,16,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Easy],1,373753,1.0,0.415374,5,87.84457541700249,14,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],1,373753,1.0,0.36251999999999995,6,69.96097658299914,13,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on[PERSONA:Hard],1,373753,1.0,0.430125,5,82.11533833299836,15,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],1,373753,0.0,0.6193410000000001,10,116.63167279200206,20,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on[PERSONA:None],1,373753,1.0,0.5917259999999999,5,111.53745224999875,20,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],1,373753,1.0,0.5014770000000001,7,87.20273608299976,17,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],1,373753,0.0,0.421812,10,69.96192662500107,15,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|bad_vpn|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],1,373753,1.0,0.690447,6,155.01551412499975,21,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],1,373753,1.0,0.580683,7,135.0668027920001,19,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],1,373753,1.0,0.501918,5,108.12615220800217,17,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],1,373753,0.0,0.5197890000000001,8,121.15942620799979,17,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],1,373753,0.0,0.5354009999999999,7,110.07193062499937,18,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],1,373753,0.0,0.729312,11,118.82172174999869,23,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|user_abroad_roaming_disabled_off[PERSONA:Hard],1,373753,0.0,0.6194280000000001,7,163.6124619580005,20,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],1,373753,1.0,0.576912,10,142.65510562499912,19,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],1,373753,0.0,0.6153750000000001,9,158.9466079579979,20,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1,373753,1.0,0.462657,6,97.37832133399934,16,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1,373753,1.0,0.510306,5,100.20771675000287,17,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],1,373753,0.0,0.35327400000000003,7,57.322404416998324,13,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],1,373753,0.0,0.6710250000000002,11,117.20342166699993,21,user_stop,
tau2,telecom,Claude-3.7,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],1,373753,1.0,0.5736390000000001,10,105.96017075000054,19,user_stop,
tau2,telecom,Claude-3.7,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],1,373753,1.0,0.33180299999999996,5,62.231969375003246,12,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],1,373753,1.0,0.22981500000000002,4,39.05023070899915,9,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],1,373753,1.0,0.404643,7,61.21117441599927,14,user_stop,
tau2,telecom,Claude-3.7,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],1,373753,1.0,0.404799,8,53.32095849999678,14,user_stop,
tau2,telecom,Claude-3.7,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],1,373753,1.0,0.5101260000000001,10,75.91530604199943,17,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|lock_sim_card_pin[PERSONA:Easy],1,373753,1.0,0.48887400000000003,6,101.84845883300295,16,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],1,373753,1.0,0.359559,4,61.39167791699947,13,user_stop,
tau2,telecom,Claude-3.7,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],1,373753,0.0,0.5623560000000001,8,92.9012752919989,18,user_stop,
tau2,telecom,Claude-3.7,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],1,373753,1.0,0.521382,8,82.79883937499835,17,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],1,373753,1.0,0.37388400000000005,4,80.07097012500162,13,user_stop,
tau2,telecom,Claude-3.7,[service_issue]contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],1,373753,1.0,0.82449,9,142.30394299999898,24,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],1,373753,1.0,0.471789,5,87.14016850000189,16,user_stop,
tau2,telecom,Claude-3.7,[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard],1,373753,0.0,0.6091620000000001,8,105.81187670800136,19,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],1,373753,1.0,0.37697100000000006,4,80.55216683300023,13,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension[PERSONA:None],1,373753,1.0,0.6104130000000001,7,114.69629975000134,19,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],1,373753,1.0,0.571968,8,110.69078529200124,18,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],1,373753,1.0,0.48672899999999997,7,84.87191104199883,16,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:None],1,373753,0.0,0.48364500000000005,8,87.63367983400167,16,user_stop,
tau2,telecom,Claude-3.7,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],1,373753,1.0,0.6397650000000001,8,113.36384579199876,20,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:None],1,373753,1.0,0.6054480000000001,9,110.58890829200027,19,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|unseat_sim_card[PERSONA:None],1,373753,1.0,0.40223699999999996,5,84.40759887500099,14,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],1,373753,1.0,0.567507,9,100.70891366700016,18,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|unseat_sim_card[PERSONA:Easy],1,373753,0.0,0.565185,8,115.82272258399826,18,user_stop,
tau2,telecom,Claude-3.7,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],1,373753,1.0,0.754539,8,145.56179066700133,22,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],1,373753,1.0,0.6898650000000001,8,132.35148545799893,21,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Hard],1,373753,1.0,0.6017880000000001,8,127.0101737920013,19,user_stop,
tau2,telecom,Claude-3.7,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],1,373753,1.0,0.647814,9,117.00515862500106,20,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],1,373753,1.0,0.520836,9,84.95381220800118,17,user_stop,
tau2,telecom,Claude-3.7,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Easy],1,373753,1.0,0.585744,9,84.10045991600055,19,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_app_sms_permission|data_mode_off[PERSONA:None],1,373753,0.0,0.49881,7,96.49678304199915,17,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_off[PERSONA:None],1,373753,0.0,0.6635580000000001,8,134.55638008299866,21,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],1,373753,0.0,0.550779,6,120.45692395800143,18,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|break_app_both_permissions[PERSONA:Easy],1,373753,1.0,0.38904299999999997,1,99.24535062499854,14,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],1,373753,1.0,0.5835959999999999,6,108.8060350420019,19,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|break_app_both_permissions[PERSONA:Hard],1,373753,1.0,0.33492900000000003,3,81.7015006670008,12,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],1,373753,0.0,0.43694999999999995,6,85.35822237500179,15,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],1,373753,0.0,0.542022,9,102.36562083299941,18,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],1,373753,0.0,0.42219900000000005,9,70.88197850000142,15,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded[PERSONA:None],1,373753,1.0,0.459141,5,87.47807033400022,16,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],1,373753,0.0,0.5008140000000001,6,95.84360404199833,17,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]airplane_mode_on|bad_wifi_calling|user_abroad_roaming_enabled_off[PERSONA:Easy],1,373753,0.0,0.48365099999999994,2,115.33264491700174,17,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]bad_wifi_calling|data_mode_off|data_usage_exceeded[PERSONA:Easy],1,373753,1.0,0.715353,5,128.4720771249995,24,user_stop,
tau2,telecom,Claude-3.7,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],1,373753,0.0,0.37539300000000003,4,84.01507204100199,13,user_stop,
