domain,model_a,model_b,task_hash,trial_a,trial_b,seed_a,seed_b,final_sign,final_decisive_tier,terminal_tick_a,terminal_tick_b,completion_only_tick,certificate_tick,resolved_early,certificate_direction,certificate_possible_decisive_tiers,ordinal_resolution_lead,prefixes_checked
airline,o4-mini,GPT-4.1,98011a7f6563,2,3,361454,1567,1,success,10,13,13,10,True,A_win,success|cost,3,14
airline,o4-mini,GPT-4.1,98011a7f6563,3,0,1567,626729,-1,tools,15,12,15,14,True,B_win,success|cost|tools,1,16
airline,o4-mini,GPT-4.1,98011a7f6563,3,1,1567,373753,1,success,15,13,15,15,False,A_win,success,0,16
airline,o4-mini,GPT-4.1,98011a7f6563,3,2,1567,361454,-1,cost,15,10,15,13,True,B_win,success|cost,2,16
airline,o4-mini,GPT-4.1,fc36ec69e610,0,1,626729,373753,1,success,22,13,22,22,False,A_win,success,0,23
airline,o4-mini,GPT-4.1,fc36ec69e610,0,2,626729,361454,-1,cost,22,15,22,18,True,B_win,success|cost,4,23
airline,o4-mini,GPT-4.1,fc36ec69e610,0,3,626729,1567,1,success,22,11,22,22,False,A_win,success,0,23
airline,o4-mini,GPT-4.1,fc36ec69e610,1,0,373753,626729,1,success,23,14,23,23,False,A_win,success,0,24
airline,o4-mini,GPT-4.1,fc36ec69e610,1,2,373753,361454,-1,cost,23,15,23,19,True,B_win,success|cost,4,24
airline,o4-mini,GPT-4.1,fc36ec69e610,1,3,373753,1567,1,success,23,11,23,23,False,A_win,success,0,24
airline,o4-mini,GPT-4.1,fc36ec69e610,2,0,361454,626729,0,tie,9,14,14,14,False,tie,tie,0,15
airline,o4-mini,GPT-4.1,fc36ec69e610,2,1,361454,373753,0,tie,9,13,13,13,False,tie,tie,0,14
airline,o4-mini,GPT-4.1,fc36ec69e610,2,3,361454,1567,0,tie,9,11,11,11,False,tie,tie,0,12
airline,o4-mini,GPT-4.1,fc36ec69e610,3,0,1567,626729,0,tie,10,14,14,14,False,tie,tie,0,15
airline,o4-mini,GPT-4.1,fc36ec69e610,3,1,1567,373753,0,tie,10,13,13,13,False,tie,tie,0,14
airline,o4-mini,GPT-4.1,fc36ec69e610,3,2,1567,361454,-1,success,10,15,15,15,False,B_win,success,0,16
airline,o4-mini,GPT-4.1,8b5f439e52ac,0,1,626729,373753,-1,success,12,9,12,9,True,B_win,success|cost|tools,3,13
airline,o4-mini,GPT-4.1,8b5f439e52ac,0,2,626729,361454,-1,success,12,9,12,9,True,B_win,success|cost|tools,3,13
airline,o4-mini,GPT-4.1,8b5f439e52ac,0,3,626729,1567,-1,success,12,9,12,9,True,B_win,success|cost|tools,3,13
airline,o4-mini,GPT-4.1,8b5f439e52ac,1,0,373753,626729,-1,success,11,11,11,11,False,B_win,success,0,12
airline,o4-mini,GPT-4.1,8b5f439e52ac,1,2,373753,361454,-1,success,11,9,11,9,True,B_win,success|cost,2,12
airline,o4-mini,GPT-4.1,8b5f439e52ac,1,3,373753,1567,-1,success,11,9,11,9,True,B_win,success|cost,2,12
airline,o4-mini,GPT-4.1,8b5f439e52ac,2,0,361454,626729,-1,cost,13,11,13,12,True,B_win,success|cost,1,14
airline,o4-mini,GPT-4.1,8b5f439e52ac,2,1,361454,373753,-1,cost,13,9,13,9,True,B_win,success|cost,4,14
airline,o4-mini,GPT-4.1,8b5f439e52ac,2,3,361454,1567,-1,cost,13,9,13,9,True,B_win,success|cost|tools,4,14
airline,o4-mini,GPT-4.1,8b5f439e52ac,3,0,1567,626729,-1,success,11,11,11,11,False,B_win,success,0,12
airline,o4-mini,GPT-4.1,8b5f439e52ac,3,1,1567,373753,-1,success,11,9,11,9,True,B_win,success|cost,2,12
airline,o4-mini,GPT-4.1,8b5f439e52ac,3,2,1567,361454,-1,success,11,9,11,9,True,B_win,success|cost|tools,2,12
airline,o4-mini,GPT-4.1,12f1b322ae89,0,1,626729,373753,-1,cost,4,5,5,5,False,B_win,cost,0,6
airline,o4-mini,GPT-4.1,12f1b322ae89,0,2,626729,361454,-1,cost,4,5,5,5,False,B_win,cost,0,6
airline,o4-mini,GPT-4.1,12f1b322ae89,0,3,626729,1567,1,cost,4,6,6,5,True,A_win,success|cost,1,7
airline,o4-mini,GPT-4.1,12f1b322ae89,1,0,373753,626729,1,cost,5,5,5,5,False,A_win,cost,0,6
airline,o4-mini,GPT-4.1,12f1b322ae89,1,2,373753,361454,1,cost,5,5,5,5,False,A_win,cost,0,6
airline,o4-mini,GPT-4.1,12f1b322ae89,1,3,373753,1567,1,cost,5,6,6,5,True,A_win,success|cost,1,7
airline,o4-mini,GPT-4.1,12f1b322ae89,2,0,361454,626729,1,cost,5,5,5,5,False,A_win,cost,0,6
airline,o4-mini,GPT-4.1,12f1b322ae89,2,1,361454,373753,1,cost,5,5,5,5,False,A_win,cost,0,6
airline,o4-mini,GPT-4.1,12f1b322ae89,2,3,361454,1567,1,cost,5,6,6,5,True,A_win,success|cost,1,7
airline,o4-mini,GPT-4.1,12f1b322ae89,3,0,1567,626729,0,tie,5,5,5,5,False,tie,tie,0,6
airline,o4-mini,GPT-4.1,12f1b322ae89,3,1,1567,373753,0,tie,5,5,5,5,False,tie,tie,0,6
airline,o4-mini,GPT-4.1,12f1b322ae89,3,2,1567,361454,0,tie,5,5,5,5,False,tie,tie,0,6
airline,o4-mini,GPT-4.1,34fa1f4cf513,0,1,626729,373753,1,cost,11,9,11,11,False,A_win,cost,0,12
airline,o4-mini,GPT-4.1,34fa1f4cf513,0,2,626729,361454,1,cost,11,11,11,11,False,A_win,cost,0,12
airline,o4-mini,GPT-4.1,34fa1f4cf513,0,3,626729,1567,0,tie,11,10,11,11,False,tie,tie,0,12
airline,o4-mini,GPT-4.1,34fa1f4cf513,1,0,373753,626729,1,success,11,7,11,11,False,A_win,success,0,12
airline,o4-mini,GPT-4.1,34fa1f4cf513,1,2,373753,361454,1,cost,11,11,11,11,False,A_win,cost,0,12
airline,o4-mini,GPT-4.1,34fa1f4cf513,1,3,373753,1567,1,cost,11,10,11,11,False,A_win,cost,0,12
airline,o4-mini,GPT-4.1,34fa1f4cf513,2,0,361454,626729,1,success,15,7,15,15,False,A_win,success,0,16
airline,o4-mini,GPT-4.1,34fa1f4cf513,2,1,361454,373753,-1,cost,15,9,15,11,True,B_win,success|cost|tools,4,16
airline,o4-mini,GPT-4.1,34fa1f4cf513,2,3,361454,1567,-1,cost,15,10,15,11,True,B_win,success|cost|tools,4,16
airline,o4-mini,GPT-4.1,34fa1f4cf513,3,0,1567,626729,1,success,9,7,9,9,False,A_win,success,0,10
airline,o4-mini,GPT-4.1,34fa1f4cf513,3,1,1567,373753,1,cost,9,9,9,9,False,A_win,cost,0,10
airline,o4-mini,GPT-4.1,34fa1f4cf513,3,2,1567,361454,1,cost,9,11,11,9,True,A_win,success|cost,2,12
airline,o4-mini,GPT-4.1,a36e79fee3cc,0,1,626729,373753,0,tie,6,9,9,9,False,tie,tie,0,10
airline,o4-mini,GPT-4.1,a36e79fee3cc,0,2,626729,361454,0,tie,6,9,9,9,False,tie,tie,0,10
airline,o4-mini,GPT-4.1,a36e79fee3cc,0,3,626729,1567,0,tie,6,7,7,7,False,tie,tie,0,8
airline,o4-mini,GPT-4.1,a36e79fee3cc,1,0,373753,626729,1,success,8,7,8,8,False,A_win,success,0,9
airline,o4-mini,GPT-4.1,a36e79fee3cc,1,2,373753,361454,1,success,8,9,9,8,True,A_win,success|cost,1,10
airline,o4-mini,GPT-4.1,a36e79fee3cc,1,3,373753,1567,1,success,8,7,8,8,False,A_win,success,0,9
airline,o4-mini,GPT-4.1,a36e79fee3cc,2,0,361454,626729,1,success,8,7,8,8,False,A_win,success,0,9
airline,o4-mini,GPT-4.1,a36e79fee3cc,2,1,361454,373753,1,success,8,9,9,8,True,A_win,success|cost,1,10
airline,o4-mini,GPT-4.1,a36e79fee3cc,2,3,361454,1567,1,success,8,7,8,8,False,A_win,success,0,9
airline,o4-mini,GPT-4.1,a36e79fee3cc,3,0,1567,626729,0,tie,6,7,7,7,False,tie,tie,0,8
airline,o4-mini,GPT-4.1,a36e79fee3cc,3,1,1567,373753,0,tie,6,9,9,9,False,tie,tie,0,10
airline,o4-mini,GPT-4.1,a36e79fee3cc,3,2,1567,361454,0,tie,6,9,9,9,False,tie,tie,0,10
airline,o4-mini,GPT-4.1,52e14779b9d0,0,1,626729,373753,-1,cost,8,6,8,6,True,B_win,success|cost,2,9
airline,o4-mini,GPT-4.1,52e14779b9d0,0,2,626729,361454,-1,cost,8,6,8,6,True,B_win,success|cost,2,9
airline,o4-mini,GPT-4.1,52e14779b9d0,0,3,626729,1567,-1,cost,8,6,8,6,True,B_win,success|cost,2,9
airline,o4-mini,GPT-4.1,52e14779b9d0,1,0,373753,626729,1,cost,8,9,9,8,True,A_win,success|cost,1,10
airline,o4-mini,GPT-4.1,52e14779b9d0,1,2,373753,361454,-1,cost,8,6,8,6,True,B_win,success|cost,2,9
airline,o4-mini,GPT-4.1,52e14779b9d0,1,3,373753,1567,-1,cost,8,6,8,6,True,B_win,success|cost,2,9
airline,o4-mini,GPT-4.1,52e14779b9d0,2,0,361454,626729,1,cost,6,9,9,6,True,A_win,success|cost,3,10
airline,o4-mini,GPT-4.1,52e14779b9d0,2,1,361454,373753,-1,cost,6,6,6,6,False,B_win,cost,0,7
airline,o4-mini,GPT-4.1,52e14779b9d0,2,3,361454,1567,-1,cost,6,6,6,6,False,B_win,cost,0,7
airline,o4-mini,GPT-4.1,52e14779b9d0,3,0,1567,626729,1,cost,8,9,9,8,True,A_win,success|cost,1,10
airline,o4-mini,GPT-4.1,52e14779b9d0,3,1,1567,373753,-1,cost,8,6,8,6,True,B_win,success|cost,2,9
airline,o4-mini,GPT-4.1,52e14779b9d0,3,2,1567,361454,-1,cost,8,6,8,6,True,B_win,success|cost,2,9
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,0,1,626729,373753,-1,cost,7,7,7,7,False,B_win,cost,0,8
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,0,2,626729,361454,-1,cost,7,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,0,3,626729,1567,-1,cost,7,6,7,6,True,B_win,success|cost,1,8
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,1,0,373753,626729,-1,success,8,8,8,8,False,B_win,success,0,9
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,1,2,373753,361454,-1,success,8,8,8,8,False,B_win,success,0,9
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,1,3,373753,1567,-1,success,8,6,8,6,True,B_win,success|cost,2,9
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,2,0,361454,626729,-1,success,10,8,10,8,True,B_win,success|cost,2,11
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,2,1,361454,373753,-1,success,10,7,10,7,True,B_win,success|cost,3,11
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,2,3,361454,1567,-1,success,10,6,10,6,True,B_win,success|cost,4,11
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,3,0,1567,626729,-1,cost,10,8,10,8,True,B_win,success|cost,2,11
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,3,1,1567,373753,-1,cost,10,7,10,7,True,B_win,success|cost,3,11
airline,Claude-3.7,GPT-4.1,7a95011d0bf3,3,2,1567,361454,-1,cost,10,8,10,8,True,B_win,success|cost,2,11
airline,Claude-3.7,GPT-4.1,481729b1ddf7,0,1,626729,373753,0,tie,14,9,14,14,False,tie,tie,0,15
airline,Claude-3.7,GPT-4.1,481729b1ddf7,0,2,626729,361454,-1,success,14,8,14,8,True,B_win,success|cost,6,15
airline,Claude-3.7,GPT-4.1,481729b1ddf7,0,3,626729,1567,0,tie,14,9,14,14,False,tie,tie,0,15
airline,Claude-3.7,GPT-4.1,481729b1ddf7,1,0,373753,626729,0,tie,13,10,13,13,False,tie,tie,0,14
airline,Claude-3.7,GPT-4.1,481729b1ddf7,1,2,373753,361454,-1,success,13,8,13,8,True,B_win,success|cost,5,14
airline,Claude-3.7,GPT-4.1,481729b1ddf7,1,3,373753,1567,0,tie,13,9,13,13,False,tie,tie,0,14
airline,Claude-3.7,GPT-4.1,481729b1ddf7,2,0,361454,626729,0,tie,13,10,13,13,False,tie,tie,0,14
airline,Claude-3.7,GPT-4.1,481729b1ddf7,2,1,361454,373753,0,tie,13,9,13,13,False,tie,tie,0,14
airline,Claude-3.7,GPT-4.1,481729b1ddf7,2,3,361454,1567,0,tie,13,9,13,13,False,tie,tie,0,14
airline,Claude-3.7,GPT-4.1,481729b1ddf7,3,0,1567,626729,0,tie,13,10,13,13,False,tie,tie,0,14
airline,Claude-3.7,GPT-4.1,481729b1ddf7,3,1,1567,373753,0,tie,13,9,13,13,False,tie,tie,0,14
airline,Claude-3.7,GPT-4.1,481729b1ddf7,3,2,1567,361454,-1,success,13,8,13,8,True,B_win,success|cost,5,14
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,0,1,626729,373753,1,success,17,13,17,17,False,A_win,success,0,18
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,0,2,626729,361454,1,success,17,12,17,17,False,A_win,success,0,18
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,0,3,626729,1567,1,success,17,14,17,17,False,A_win,success,0,18
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,1,0,373753,626729,-1,cost,17,13,17,13,True,B_win,success|cost,4,18
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,1,2,373753,361454,1,success,17,12,17,17,False,A_win,success,0,18
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,1,3,373753,1567,1,success,17,14,17,17,False,A_win,success,0,18
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,2,0,361454,626729,-1,cost,15,13,15,13,True,B_win,success|cost,2,16
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,2,1,361454,373753,1,success,15,13,15,15,False,A_win,success,0,16
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,2,3,361454,1567,1,success,15,14,15,15,False,A_win,success,0,16
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,3,0,1567,626729,-1,cost,18,13,18,13,True,B_win,success|cost,5,19
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,3,1,1567,373753,1,success,18,13,18,18,False,A_win,success,0,19
airline,Claude-3.7,GPT-4.1,b1fa34344bf8,3,2,1567,361454,1,success,18,12,18,18,False,A_win,success,0,19
airline,Claude-3.7,GPT-4.1,0cce58552430,0,1,626729,373753,-1,cost,8,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,0cce58552430,0,2,626729,361454,-1,cost,8,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,0cce58552430,0,3,626729,1567,-1,cost,8,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,0cce58552430,1,0,373753,626729,-1,cost,8,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,0cce58552430,1,2,373753,361454,-1,cost,8,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,0cce58552430,1,3,373753,1567,-1,cost,8,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,0cce58552430,2,0,361454,626729,-1,cost,10,8,10,8,True,B_win,success|cost,2,11
airline,Claude-3.7,GPT-4.1,0cce58552430,2,1,361454,373753,-1,cost,10,8,10,8,True,B_win,success|cost,2,11
airline,Claude-3.7,GPT-4.1,0cce58552430,2,3,361454,1567,-1,cost,10,8,10,8,True,B_win,success|cost,2,11
airline,Claude-3.7,GPT-4.1,0cce58552430,3,0,1567,626729,-1,cost,8,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,0cce58552430,3,1,1567,373753,-1,cost,8,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,0cce58552430,3,2,1567,361454,-1,cost,8,8,8,8,False,B_win,cost,0,9
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,0,1,626729,373753,-1,cost,18,13,18,13,True,B_win,success|cost,5,19
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,0,2,626729,361454,1,success,18,12,18,18,False,A_win,success,0,19
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,0,3,626729,1567,-1,cost,18,11,18,11,True,B_win,success|cost,7,19
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,1,0,373753,626729,-1,cost,19,14,19,14,True,B_win,success|cost,5,20
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,1,2,373753,361454,1,success,19,12,19,19,False,A_win,success,0,20
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,1,3,373753,1567,-1,cost,19,11,19,11,True,B_win,success|cost,8,20
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,2,0,361454,626729,-1,cost,19,14,19,14,True,B_win,success|cost,5,20
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,2,1,361454,373753,-1,cost,19,13,19,13,True,B_win,success|cost,6,20
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,2,3,361454,1567,-1,cost,19,11,19,11,True,B_win,success|cost,8,20
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,3,0,1567,626729,-1,cost,17,14,17,14,True,B_win,success|cost,3,18
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,3,1,1567,373753,-1,cost,17,13,17,13,True,B_win,success|cost,4,18
airline,Claude-3.7,GPT-4.1,dbe3c9ea515a,3,2,1567,361454,1,success,17,12,17,17,False,A_win,success,0,18
airline,Claude-3.7,GPT-4.1,e288659e6fe2,0,1,626729,373753,0,tie,14,11,14,14,False,tie,tie,0,15
airline,Claude-3.7,GPT-4.1,e288659e6fe2,0,2,626729,361454,0,tie,14,10,14,14,False,tie,tie,0,15
airline,Claude-3.7,GPT-4.1,e288659e6fe2,0,3,626729,1567,0,tie,14,13,14,14,False,tie,tie,0,15
airline,Claude-3.7,GPT-4.1,e288659e6fe2,1,0,373753,626729,0,tie,16,12,16,16,False,tie,tie,0,17
airline,Claude-3.7,GPT-4.1,e288659e6fe2,1,2,373753,361454,0,tie,16,10,16,16,False,tie,tie,0,17
airline,Claude-3.7,GPT-4.1,e288659e6fe2,1,3,373753,1567,0,tie,16,13,16,16,False,tie,tie,0,17
airline,Claude-3.7,GPT-4.1,e288659e6fe2,2,0,361454,626729,1,success,14,12,14,14,False,A_win,success,0,15
airline,Claude-3.7,GPT-4.1,e288659e6fe2,2,1,361454,373753,1,success,14,11,14,14,False,A_win,success,0,15
airline,Claude-3.7,GPT-4.1,e288659e6fe2,2,3,361454,1567,1,success,14,13,14,14,False,A_win,success,0,15
airline,Claude-3.7,GPT-4.1,e288659e6fe2,3,0,1567,626729,0,tie,15,12,15,15,False,tie,tie,0,16
airline,Claude-3.7,GPT-4.1,e288659e6fe2,3,1,1567,373753,0,tie,15,11,15,15,False,tie,tie,0,16
airline,Claude-3.7,GPT-4.1,e288659e6fe2,3,2,1567,361454,0,tie,15,10,15,15,False,tie,tie,0,16
airline,Claude-3.7,GPT-4.1,a7079b0d960c,0,1,626729,373753,-1,cost,17,11,17,11,True,B_win,success|cost,6,18
airline,Claude-3.7,GPT-4.1,a7079b0d960c,0,2,626729,361454,-1,cost,17,7,17,7,True,B_win,success|cost,10,18
airline,Claude-3.7,GPT-4.1,a7079b0d960c,0,3,626729,1567,-1,cost,17,11,17,11,True,B_win,success|cost,6,18
airline,Claude-3.7,GPT-4.1,a7079b0d960c,1,0,373753,626729,-1,cost,8,9,9,9,False,B_win,cost,0,10
airline,Claude-3.7,GPT-4.1,a7079b0d960c,1,2,373753,361454,-1,cost,8,7,8,7,True,B_win,success|cost,1,9
airline,Claude-3.7,GPT-4.1,a7079b0d960c,1,3,373753,1567,-1,cost,8,11,11,11,False,B_win,cost,0,12
airline,Claude-3.7,GPT-4.1,a7079b0d960c,2,0,361454,626729,-1,cost,7,9,9,9,False,B_win,cost,0,10
airline,Claude-3.7,GPT-4.1,a7079b0d960c,2,1,361454,373753,-1,cost,7,11,11,11,False,B_win,cost,0,12
airline,Claude-3.7,GPT-4.1,a7079b0d960c,2,3,361454,1567,-1,cost,7,11,11,11,False,B_win,cost,0,12
airline,Claude-3.7,GPT-4.1,a7079b0d960c,3,0,1567,626729,-1,cost,8,9,9,9,False,B_win,cost,0,10
airline,Claude-3.7,GPT-4.1,a7079b0d960c,3,1,1567,373753,-1,cost,8,11,11,11,False,B_win,cost,0,12
airline,Claude-3.7,GPT-4.1,a7079b0d960c,3,2,1567,361454,-1,cost,8,7,8,7,True,B_win,success|cost,1,9
airline,Claude-3.7,GPT-4.1,25ad1d307a27,0,1,626729,373753,0,tie,19,11,19,19,False,tie,tie,0,20
airline,Claude-3.7,GPT-4.1,25ad1d307a27,0,2,626729,361454,0,tie,19,13,19,19,False,tie,tie,0,20
airline,Claude-3.7,GPT-4.1,25ad1d307a27,0,3,626729,1567,0,tie,19,14,19,19,False,tie,tie,0,20
airline,Claude-3.7,GPT-4.1,25ad1d307a27,1,0,373753,626729,0,tie,20,13,20,20,False,tie,tie,0,21
airline,Claude-3.7,GPT-4.1,25ad1d307a27,1,2,373753,361454,0,tie,20,13,20,20,False,tie,tie,0,21
airline,Claude-3.7,GPT-4.1,25ad1d307a27,1,3,373753,1567,0,tie,20,14,20,20,False,tie,tie,0,21
airline,Claude-3.7,GPT-4.1,25ad1d307a27,2,0,361454,626729,0,tie,18,13,18,18,False,tie,tie,0,19
airline,Claude-3.7,GPT-4.1,25ad1d307a27,2,1,361454,373753,0,tie,18,11,18,18,False,tie,tie,0,19
airline,Claude-3.7,GPT-4.1,25ad1d307a27,2,3,361454,1567,0,tie,18,14,18,18,False,tie,tie,0,19
airline,Claude-3.7,GPT-4.1,25ad1d307a27,3,0,1567,626729,0,tie,32,13,32,32,False,tie,tie,0,33
airline,Claude-3.7,GPT-4.1,25ad1d307a27,3,1,1567,373753,0,tie,32,11,32,32,False,tie,tie,0,33
airline,Claude-3.7,GPT-4.1,25ad1d307a27,3,2,1567,361454,0,tie,32,13,32,32,False,tie,tie,0,33
airline,Claude-3.7,GPT-4.1,6f48203331d5,0,1,626729,373753,-1,cost,15,15,15,15,False,B_win,cost,0,16
airline,Claude-3.7,GPT-4.1,6f48203331d5,0,2,626729,361454,-1,cost,15,14,15,14,True,B_win,success|cost,1,16
airline,Claude-3.7,GPT-4.1,6f48203331d5,0,3,626729,1567,-1,cost,15,15,15,15,False,B_win,cost,0,16
airline,Claude-3.7,GPT-4.1,6f48203331d5,1,0,373753,626729,-1,cost,14,11,14,11,True,B_win,success|cost,3,15
airline,Claude-3.7,GPT-4.1,6f48203331d5,1,2,373753,361454,-1,cost,14,14,14,14,False,B_win,cost,0,15
airline,Claude-3.7,GPT-4.1,6f48203331d5,1,3,373753,1567,-1,cost,14,15,15,15,False,B_win,cost,0,16
airline,Claude-3.7,GPT-4.1,6f48203331d5,2,0,361454,626729,-1,cost,15,11,15,11,True,B_win,success|cost,4,16
airline,Claude-3.7,GPT-4.1,6f48203331d5,2,1,361454,373753,-1,cost,15,15,15,15,False,B_win,cost,0,16
airline,Claude-3.7,GPT-4.1,6f48203331d5,2,3,361454,1567,-1,cost,15,15,15,15,False,B_win,cost,0,16
airline,Claude-3.7,GPT-4.1,6f48203331d5,3,0,1567,626729,-1,cost,16,11,16,11,True,B_win,success|cost,5,17
airline,Claude-3.7,GPT-4.1,6f48203331d5,3,1,1567,373753,-1,cost,16,15,16,15,True,B_win,success|cost,1,17
airline,Claude-3.7,GPT-4.1,6f48203331d5,3,2,1567,361454,-1,cost,16,14,16,14,True,B_win,success|cost,2,17
airline,Claude-3.7,GPT-4.1,c2e832464ef1,0,1,626729,373753,0,tie,13,13,13,13,False,tie,tie,0,14
airline,Claude-3.7,GPT-4.1,c2e832464ef1,0,2,626729,361454,0,tie,13,13,13,13,False,tie,tie,0,14
airline,Claude-3.7,GPT-4.1,c2e832464ef1,0,3,626729,1567,0,tie,13,17,17,17,False,tie,tie,0,18
airline,Claude-3.7,GPT-4.1,c2e832464ef1,1,0,373753,626729,0,tie,19,14,19,19,False,tie,tie,0,20
airline,Claude-3.7,GPT-4.1,c2e832464ef1,1,2,373753,361454,0,tie,19,13,19,19,False,tie,tie,0,20
airline,Claude-3.7,GPT-4.1,c2e832464ef1,1,3,373753,1567,0,tie,19,17,19,19,False,tie,tie,0,20
airline,Claude-3.7,GPT-4.1,c2e832464ef1,2,0,361454,626729,0,tie,14,14,14,14,False,tie,tie,0,15
airline,Claude-3.7,GPT-4.1,c2e832464ef1,2,1,361454,373753,0,tie,14,13,14,14,False,tie,tie,0,15
airline,Claude-3.7,GPT-4.1,c2e832464ef1,2,3,361454,1567,0,tie,14,17,17,17,False,tie,tie,0,18
airline,Claude-3.7,GPT-4.1,c2e832464ef1,3,0,1567,626729,0,tie,19,14,19,19,False,tie,tie,0,20
airline,Claude-3.7,GPT-4.1,c2e832464ef1,3,1,1567,373753,0,tie,19,13,19,19,False,tie,tie,0,20
airline,Claude-3.7,GPT-4.1,c2e832464ef1,3,2,1567,361454,0,tie,19,13,19,19,False,tie,tie,0,20
airline,Claude-3.7,GPT-4.1,6e738a777e8c,0,1,626729,373753,1,success,23,14,23,23,False,A_win,success,0,24
airline,Claude-3.7,GPT-4.1,6e738a777e8c,0,2,626729,361454,-1,cost,23,22,23,22,True,B_win,success|cost,1,24
airline,Claude-3.7,GPT-4.1,6e738a777e8c,0,3,626729,1567,-1,cost,23,20,23,20,True,B_win,success|cost,3,24
airline,Claude-3.7,GPT-4.1,6e738a777e8c,1,0,373753,626729,0,tie,31,13,31,31,False,tie,tie,0,32
airline,Claude-3.7,GPT-4.1,6e738a777e8c,1,2,373753,361454,-1,success,31,22,31,22,True,B_win,success|cost,9,32
airline,Claude-3.7,GPT-4.1,6e738a777e8c,1,3,373753,1567,-1,success,31,20,31,20,True,B_win,success|cost,11,32
airline,Claude-3.7,GPT-4.1,6e738a777e8c,2,0,361454,626729,0,tie,26,13,26,26,False,tie,tie,0,27
airline,Claude-3.7,GPT-4.1,6e738a777e8c,2,1,361454,373753,0,tie,26,14,26,26,False,tie,tie,0,27
airline,Claude-3.7,GPT-4.1,6e738a777e8c,2,3,361454,1567,-1,success,26,20,26,20,True,B_win,success|cost,6,27
airline,Claude-3.7,GPT-4.1,6e738a777e8c,3,0,1567,626729,1,success,19,13,19,19,False,A_win,success,0,20
airline,Claude-3.7,GPT-4.1,6e738a777e8c,3,1,1567,373753,1,success,19,14,19,19,False,A_win,success,0,20
airline,Claude-3.7,GPT-4.1,6e738a777e8c,3,2,1567,361454,-1,cost,19,22,22,22,False,B_win,cost,0,23
airline,Claude-3.7,GPT-4.1,b900c78cbf08,0,1,626729,373753,-1,cost,14,13,14,13,True,B_win,success|cost,1,15
airline,Claude-3.7,GPT-4.1,b900c78cbf08,0,2,626729,361454,-1,cost,14,16,16,16,False,B_win,cost,0,17
airline,Claude-3.7,GPT-4.1,b900c78cbf08,0,3,626729,1567,-1,cost,14,13,14,13,True,B_win,success|cost,1,15
airline,Claude-3.7,GPT-4.1,b900c78cbf08,1,0,373753,626729,-1,cost,13,14,14,14,False,B_win,cost,0,15
airline,Claude-3.7,GPT-4.1,b900c78cbf08,1,2,373753,361454,-1,cost,13,16,16,16,False,B_win,cost,0,17
airline,Claude-3.7,GPT-4.1,b900c78cbf08,1,3,373753,1567,-1,cost,13,13,13,13,False,B_win,cost,0,14
airline,Claude-3.7,GPT-4.1,b900c78cbf08,2,0,361454,626729,-1,cost,13,14,14,14,False,B_win,cost,0,15
airline,Claude-3.7,GPT-4.1,b900c78cbf08,2,1,361454,373753,-1,cost,13,13,13,13,False,B_win,cost,0,14
