arm,agent_model,user_model,task_id,trial,tau2_seed,arrival_index,pair_index,position_in_pair,orientation,pass,block,success,reward,agent_tokens_completion,agent_tokens_prompt,n_agent_llm_calls,n_assistant_tool_calls,n_assistant_messages,n_user_messages,n_tool_messages,n_messages,duration,agent_generation_seconds,termination_reason,max_steps_hit,error,tokens_source,tokens_estimated_calls,served_models,simulation_id,start_time,end_time,source_file,config_hash
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,6,1,373753,76,38,2,0,1,2,False,0.0,11569,692835,50,1,51,49,1,101,899.0712691675872,577.1086263330653,max_steps,True,,usage,0,qwen2.5-7b-instruct,7638cb98-c973-4842-8677-24c5f71ca080,2026-09-18T18:55:07.230029,2026-09-18T19:10:06.311180,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,7,1,373753,61,31,1,1,1,2,False,0.0,1415,80436,12,13,13,6,13,32,87.40086166746914,78.3348336648196,user_stop,False,,usage,0,qwen2.5-7b-instruct,44b5ee0a-7c0d-4c13-998a-011db308e716,2026-09-18T19:10:06.490005,2026-09-18T19:11:33.892407,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,8,1,373753,92,46,2,0,1,2,False,0.0,2802,174642,24,6,25,19,6,50,170.69198791775852,128.8535684188828,user_stop,False,,usage,0,qwen2.5-7b-instruct,d99a18f0-ccde-40fb-99ad-d7e94a06bd1d,2026-09-18T19:11:34.245526,2026-09-18T19:14:24.939544,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,9,1,373753,88,44,2,1,2,2,True,1.0,4750,232284,23,13,24,12,13,49,272.3558494159952,232.39221770502627,user_stop,False,,usage,0,qwen2.5-7b-instruct,a3ab8347-7313-4523-b297-11c4a05b424c,2026-09-18T19:14:25.304455,2026-09-18T19:18:57.663679,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,10,1,373753,81,41,1,0,2,2,False,0.0,3247,196498,21,7,22,15,7,44,197.46118083316833,166.91654933057725,user_stop,False,,usage,0,qwen2.5-7b-instruct,49426184-3adf-4873-8062-16a7931ae975,2026-09-18T19:18:58.029069,2026-09-18T19:22:15.492927,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,11,1,373753,64,32,2,1,2,2,True,1.0,1575,89702,15,8,16,9,8,33,85.77418545912951,71.08241874724627,user_stop,False,,usage,0,qwen2.5-7b-instruct,1893be5c-6c2f-4ecb-97f2-f94c696ac240,2026-09-18T19:22:15.838375,2026-09-18T19:23:41.614201,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,12,1,373753,98,49,2,0,1,2,False,0.0,2162,86976,14,14,15,8,14,37,113.42863554228097,95.03706045821309,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,e4c8085f-14bc-4095-8ee0-f9eea41d6c18,2026-09-18T19:23:41.957245,2026-09-18T19:25:35.387668,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,13,1,373753,59,30,1,0,2,2,False,0.0,1509,100343,15,6,16,10,6,32,91.72293629217893,70.38027725182474,user_stop,False,,usage,0,qwen2.5-7b-instruct,5138adfd-2712-4e5f-9bc9-b93029b86026,2026-09-18T19:25:35.561158,2026-09-18T19:27:07.285742,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,14,1,373753,79,40,1,0,2,2,False,0.0,3134,492781,50,28,51,26,28,105,223.62832391727716,155.25200966838747,max_steps,True,,usage,0,qwen2.5-7b-instruct,97d1134c-9435-4c0d-b5e3-d526909496b3,2026-09-18T19:27:07.646890,2026-09-18T19:30:51.279971,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,15,1,373753,56,28,2,1,2,2,False,0.0,3593,401269,50,10,51,40,10,101,256.40643079113215,168.73204175010324,max_steps,True,,usage,0,qwen2.5-7b-instruct,dc90dab0-a274-4493-9a9e-82b642d92b93,2026-09-18T19:30:51.453497,2026-09-18T19:35:07.864767,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,16,1,373753,54,27,2,1,2,2,False,0.0,4248,421451,50,35,51,16,35,102,227.1821212079376,197.50827574077994,max_steps,True,,usage,0,qwen2.5-7b-instruct,eb278279-01c7-4cff-873c-b955da2eb812,2026-09-18T19:35:08.088031,2026-09-18T19:38:55.274851,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,17,1,373753,68,34,2,0,1,2,False,0.0,2986,140290,19,10,20,14,10,44,159.8616943322122,135.66683533228934,user_stop,False,,usage,0,qwen2.5-7b-instruct,5aa61a14-a988-461a-a98d-3dc7d095d6e3,2026-09-18T19:38:55.458403,2026-09-18T19:41:35.322565,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,18,1,373753,84,42,2,0,1,2,False,0.0,3272,408174,50,6,51,44,6,101,266.1893929997459,155.64182249922305,max_steps,True,,usage,0,qwen2.5-7b-instruct,a98a24d4-0a03-4b78-8706-944a613b7ead,2026-09-18T19:41:35.696421,2026-09-18T19:46:01.891083,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,19,1,373753,57,29,1,0,2,2,False,0.0,779,64854,11,4,12,8,4,24,47.56470012571663,36.82376991864294,user_stop,False,,usage,0,qwen2.5-7b-instruct,6a8303dd-2218-43ee-8205-149be2e5ce8e,2026-09-18T19:46:02.076118,2026-09-18T19:46:49.641937,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,20,1,373753,75,38,1,0,2,2,False,0.0,5790,411465,40,14,41,27,14,82,318.87085525039583,275.21159066352993,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,67854f91-a4d7-4f6c-a180-32ed0be2f77f,2026-09-18T19:46:49.996685,2026-09-18T19:52:08.872385,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,21,1,373753,65,33,1,0,2,2,False,0.0,828,106506,18,6,19,13,6,38,55.0053954590112,38.9302982063964,user_stop,False,,usage,0,qwen2.5-7b-instruct,12f69326-9378-4dbc-bfda-209eabb3eb1c,2026-09-18T19:52:09.069304,2026-09-18T19:53:04.076292,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,22,1,373753,96,48,2,0,1,2,False,0.0,1361,136979,20,13,21,11,13,45,74.1280927080661,64.10283670760691,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,78dd19a6-f08e-42dd-914f-10e807d5133a,2026-09-18T19:53:04.558813,2026-09-18T19:54:18.688712,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,23,1,373753,73,37,1,1,1,2,False,0.0,5663,427783,50,47,51,4,47,102,307.0424055419862,296.7679432472214,max_steps,True,,usage,0,qwen2.5-7b-instruct,9719082b-4d3a-4ae1-a45a-73cd1b186c8c,2026-09-18T19:54:18.894188,2026-09-18T19:59:25.941503,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,24,1,373753,85,43,1,1,1,2,False,0.0,3923,171649,17,11,18,7,11,36,228.0431734593585,197.74154896195978,user_stop,False,,usage,0,qwen2.5-7b-instruct,ec2e2d82-7d47-4564-8bdc-45df44eb22f5,2026-09-18T19:59:26.211809,2026-09-18T20:03:14.257644,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,25,1,373753,86,43,2,1,2,2,False,0.0,4888,155126,17,7,18,11,7,36,268.4951648749411,235.7006761226803,user_stop,False,,usage,0,qwen2.5-7b-instruct,7f8ffdfd-27f2-444c-9bb6-b7e77581a0f7,2026-09-18T20:03:14.636729,2026-09-18T20:07:43.134688,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,26,1,373753,77,39,1,0,2,2,False,0.0,305,31972,6,2,7,5,2,14,21.509558875113726,14.78585554100573,user_stop,False,,usage,0,qwen2.5-7b-instruct,1358ac12-d4bd-4c53-89e6-44f9abf71ad6,2026-09-18T20:07:43.570954,2026-09-18T20:08:05.081073,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,27,1,373753,66,33,2,0,1,2,True,1.0,561,53320,10,4,11,7,4,22,36.779847665689886,24.92881450150162,user_stop,False,,usage,0,qwen2.5-7b-instruct,8f97f684-a7ec-442a-b2eb-949e82e3716c,2026-09-18T20:08:05.532309,2026-09-18T20:08:42.313059,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,28,1,373753,58,29,2,0,1,2,True,1.0,906,62257,11,6,12,8,6,26,54.308393499813974,40.390292457304895,user_stop,False,,usage,0,qwen2.5-7b-instruct,d59e3990-1752-4507-9a83-9438777da965,2026-09-18T20:08:42.744714,2026-09-18T20:09:37.054197,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,29,1,373753,51,26,1,1,1,2,False,0.0,3544,394274,50,25,51,26,25,102,217.93987708445638,163.65538716688752,max_steps,True,,usage,0,qwen2.5-7b-instruct,34d7637a-3d22-47b6-9086-e2f1e95d46d7,2026-09-18T20:09:37.423819,2026-09-18T20:13:15.368074,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,30,1,373753,67,34,1,0,2,2,False,0.0,683,62587,11,5,12,8,5,25,44.49432662501931,32.94976008310914,user_stop,False,,usage,0,qwen2.5-7b-instruct,d30d5ef6-96a4-4ae4-bcdc-9fda3fb48875,2026-09-18T20:13:15.581109,2026-09-18T20:14:00.076546,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,31,1,373753,53,27,1,1,1,2,True,1.0,2050,146022,16,7,17,10,7,34,127.5159609997645,104.23437358438969,user_stop,False,,usage,0,qwen2.5-7b-instruct,8103ed96-df5f-4b6a-a627-5c05d5350e6e,2026-09-18T20:14:00.462489,2026-09-18T20:16:07.980362,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,32,1,373753,97,49,1,0,2,2,False,,0,0,0,0,0,0,0,0,0.0,,infrastructure_error,False,infrastructure_error,usage,0,,78b89813-8259-4713-b4c8-791abad454be,2026-09-18T20:44:39.336758,2026-09-18T20:44:39.336758,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,33,1,373753,78,39,2,0,1,2,False,0.0,4722,277945,31,18,32,14,18,64,277.9421166656539,233.49616583622992,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,875bbf93-c3f0-416e-b7fc-2c7cc39f26a5,2026-09-18T20:44:39.559795,2026-09-18T20:49:17.505631,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,34,1,373753,52,26,2,1,2,2,False,0.0,2806,111047,17,12,18,6,12,36,140.3034305414185,125.34652025066316,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,ecec997b-d49b-4f33-a231-280fbab20072,2026-09-18T20:49:17.741746,2026-09-18T20:51:38.047174,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,35,1,373753,55,28,1,1,1,2,False,0.0,1192,67296,11,5,12,8,5,25,70.03323433361948,54.327657165937126,user_stop,False,,usage,0,qwen2.5-7b-instruct,55a20095-2419-4705-b23e-82c0a36bb213,2026-09-18T20:51:38.263484,2026-09-18T20:52:48.298022,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,36,1,373753,87,44,1,1,1,2,True,1.0,593,48121,9,3,10,7,3,20,40.08154345769435,26.152966207824647,user_stop,False,,usage,0,qwen2.5-7b-instruct,ac797733-3945-43d5-a4bc-1c5d858a306a,2026-09-18T20:52:48.771828,2026-09-18T20:53:28.854242,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,37,1,373753,89,45,1,1,1,2,False,0.0,2943,163778,23,14,24,12,14,50,159.21902733296156,133.04579449538141,too_many_errors,False,too_many_errors,usage,0,qwen2.5-7b-instruct,76b0d450-5751-4f52-a832-67acb80484bd,2026-09-18T20:53:29.285476,2026-09-18T20:56:08.507012,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,38,1,373753,90,45,2,1,2,2,False,0.0,740,73764,12,5,13,9,5,27,47.81935008242726,35.16995675582439,user_stop,False,,usage,0,qwen2.5-7b-instruct,4dffc398-19c7-41aa-9c8c-e946482ce346,2026-09-18T20:56:08.723785,2026-09-18T20:56:56.544284,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,39,1,373753,93,47,1,0,2,2,False,0.0,1962,240992,29,7,30,28,7,65,148.06913674995303,98.06515507679433,user_stop,False,,usage,0,qwen2.5-7b-instruct,6eb15c0d-021f-4d0a-abbd-59fa93405884,2026-09-18T20:56:56.929374,2026-09-18T20:59:25.001847,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,40,1,373753,50,25,2,1,2,2,False,0.0,1572,338563,50,1,51,49,1,101,156.9901332082227,76.77831458579749,max_steps,True,,usage,0,qwen2.5-7b-instruct,202f227a-67c1-42d3-a76a-9a3421cfa212,2026-09-18T20:59:25.402725,2026-09-18T21:02:02.397138,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,41,1,373753,72,36,2,0,1,2,True,1.0,1306,84119,15,6,16,10,6,32,75.70583733264357,57.4389233738184,user_stop,False,,usage,0,qwen2.5-7b-instruct,105582b2-e6d6-4921-b397-a2cfdfa72792,2026-09-18T21:02:02.620640,2026-09-18T21:03:18.328190,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,42,1,373753,70,35,2,1,2,2,False,0.0,1605,75249,9,21,10,5,21,36,120.15192524995655,104.87605612259358,user_stop,False,,usage,0,qwen2.5-7b-instruct,1f5b799e-04a2-4e0f-97f4-2c06183baeba,2026-09-18T21:03:18.805777,2026-09-18T21:05:18.959316,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,43,1,373753,82,41,2,0,1,2,False,0.0,2471,362565,50,1,51,49,1,101,204.49581145867705,115.7086557559669,max_steps,True,,usage,0,qwen2.5-7b-instruct,782ef2f0-e947-4987-a198-1e26e0cdd4b9,2026-09-18T21:05:19.407715,2026-09-18T21:08:43.908150,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,44,1,373753,69,35,1,1,1,2,False,0.0,1638,91579,13,8,14,6,8,28,92.90358116663992,78.72770112380385,user_stop,False,,usage,0,qwen2.5-7b-instruct,d795ab84-cf59-488f-b896-0b12f868cf35,2026-09-18T21:08:44.140012,2026-09-18T21:10:17.045051,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,45,1,373753,74,37,2,1,2,2,False,0.0,2987,391156,50,3,51,47,3,101,211.36262366641313,139.76836300175637,max_steps,True,,usage,0,qwen2.5-7b-instruct,d9d283b5-232c-4eaf-b0dd-40e18d6b28a0,2026-09-18T21:10:17.452271,2026-09-18T21:13:48.802774,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,46,1,373753,62,31,2,1,2,2,False,0.0,603,58968,10,6,11,7,6,24,42.43554783426225,29.762034749612212,user_stop,False,,usage,0,qwen2.5-7b-instruct,1313f02a-0dec-48c1-a4da-d26042ad03e7,2026-09-18T21:13:49.038775,2026-09-18T21:14:31.475109,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,47,1,373753,60,30,2,0,1,2,False,0.0,4102,411479,50,2,51,48,2,101,261.6172024169937,188.04273379500955,max_steps,True,,usage,0,qwen2.5-7b-instruct,4bad7b46-191f-4188-b483-21f21bac6305,2026-09-18T21:14:31.991794,2026-09-18T21:18:53.612421,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,48,1,373753,71,36,1,0,2,2,False,0.0,10322,540608,50,5,51,46,5,102,566.7204838329926,478.81508595030755,max_steps,True,,usage,0,qwen2.5-7b-instruct,f3484ed5-0c20-4c23-a363-5c6f422a4d8c,2026-09-18T21:18:53.855856,2026-09-18T21:28:20.580490,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
A,openai/qwen2.5-7b-instruct,openai/qwen2.5-7b-instruct,49,1,373753,83,42,1,0,2,2,False,0.0,5003,501417,50,6,51,44,6,101,369.72917770780623,240.40421566646546,max_steps,True,,usage,0,qwen2.5-7b-instruct,9732ca2b-07d9-4e70-a2ea-6e3dabeaf11f,2026-09-18T21:28:20.842673,2026-09-18T21:34:30.575482,results/tau2_open/raw/tau2_open_armA.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,1,0,626729,48,24,2,1,1,1,False,0.0,585,70989,11,7,12,5,7,24,39.05882383417338,30.385884293355048,user_stop,False,,usage,0,qwen3-4b-instruct-2507,e7daf22c-5c1c-4fdf-b604-c1b87e1ad591,2026-09-18T21:34:36.902533,2026-09-18T21:35:15.962060,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,2,0,626729,40,20,2,1,1,1,False,0.0,3461,422738,50,28,51,22,28,101,155.98425308428705,124.8503627050668,max_steps,True,,usage,0,qwen3-4b-instruct-2507,1bdbcb61-f3df-4435-a900-ccb1b2d39c7b,2026-09-18T21:35:16.210142,2026-09-18T21:37:52.197483,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,3,0,626729,24,12,2,1,1,1,False,0.0,4195,451860,50,2,51,48,2,101,279.8040640000254,152.51076808199286,max_steps,True,,usage,0,qwen3-4b-instruct-2507,e8e0b743-7356-47cb-8912-5fc885329280,2026-09-18T21:37:52.260963,2026-09-18T21:42:32.068545,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,4,0,626729,47,24,1,1,2,1,False,0.0,2816,423705,50,4,51,46,4,101,232.00215049926192,105.13081662170589,max_steps,True,,usage,0,qwen3-4b-instruct-2507,4fdb86b9-e323-4a7c-b189-7d2432f01b8a,2026-09-18T21:42:32.128275,2026-09-18T21:46:24.158434,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,5,0,626729,19,10,1,1,2,1,False,0.0,6431,497231,50,4,51,46,4,101,370.45919516775757,238.9897372480482,max_steps,True,,usage,0,qwen3-4b-instruct-2507,a1e67d58-277d-4f73-a418-d9dd53626f84,2026-09-18T21:46:24.222499,2026-09-18T21:52:34.689309,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,6,0,626729,21,11,1,0,1,1,True,1.0,548,44604,8,3,9,6,3,18,29.449301999993622,18.648537167347968,user_stop,False,,usage,0,qwen3-4b-instruct-2507,2af2b9cd-8e84-48b1-a6ff-3aa2690ff43f,2026-09-18T21:52:34.760679,2026-09-18T21:53:04.211072,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,7,0,626729,44,22,2,0,2,1,False,0.0,956,45991,8,2,9,7,2,18,40.392984207719564,30.27668658271432,user_stop,False,,usage,0,qwen3-4b-instruct-2507,720dab65-8628-495e-8fd2-29a46ff6c3ca,2026-09-18T21:53:04.450489,2026-09-18T21:53:44.844397,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,8,0,626729,20,10,2,1,1,1,False,0.0,1604,68942,11,3,12,9,3,24,64.09847958292812,51.892212335020304,user_stop,False,,usage,0,qwen3-4b-instruct-2507,964e5d2a-d0e6-41b3-8e9a-fd25e807e614,2026-09-18T21:53:45.114175,2026-09-18T21:54:49.214028,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,9,0,626729,2,1,2,0,2,1,False,0.0,1281,109741,16,6,17,11,6,34,69.52687754202634,44.59892725292593,user_stop,False,,usage,0,qwen3-4b-instruct-2507,51f626af-6c7a-4ca7-9dd9-68896b87bdfc,2026-09-18T21:54:49.483485,2026-09-18T21:55:59.012121,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
B,openai/qwen3-4b-instruct-2507,openai/qwen2.5-7b-instruct,10,0,626729,5,3,1,0,1,1,True,1.0,1012,81795,13,6,14,8,6,28,48.866584540344775,35.81140642054379,user_stop,False,,usage,0,qwen3-4b-instruct-2507,62956029-457b-4e38-b955-5308daad8dac,2026-09-18T21:55:59.269138,2026-09-18T21:56:48.137016,results/tau2_open/raw/tau2_open_armB.json,347b7bbdd8b24ef73f8e7f4047625a7d5cd7ec56d7a9e054c6efbdc605122c58
